Geo_Name,Geo_Code,Mid_Year_Ending,Gender,Age,Population_Estimate
Antrim and Newtownabbey,N09000001,2001,Males,45,861
Antrim and Newtownabbey,N09000001,2001,Males,46,801
Antrim and Newtownabbey,N09000001,2001,Males,47,818
Antrim and Newtownabbey,N09000001,2001,Males,48,766
Antrim and Newtownabbey,N09000001,2001,Males,49,745
Antrim and Newtownabbey,N09000001,2001,Males,50,779
Antrim and Newtownabbey,N09000001,2001,Males,51,728
Antrim and Newtownabbey,N09000001,2001,Males,52,788
Antrim and Newtownabbey,N09000001,2001,Males,53,744
Antrim and Newtownabbey,N09000001,2001,Males,54,823
Antrim and Newtownabbey,N09000001,2001,Males,55,709
Antrim and Newtownabbey,N09000001,2001,Males,56,686
Antrim and Newtownabbey,N09000001,2001,Males,57,735
Antrim and Newtownabbey,N09000001,2001,Males,58,740
Antrim and Newtownabbey,N09000001,2001,Males,59,662
Antrim and Newtownabbey,N09000001,2001,Males,60,568
Antrim and Newtownabbey,N09000001,2001,Males,61,527
Antrim and Newtownabbey,N09000001,2001,Males,62,589
Antrim and Newtownabbey,N09000001,2001,Males,63,557
Antrim and Newtownabbey,N09000001,2001,Males,64,552
Antrim and Newtownabbey,N09000001,2001,Males,65,538
Antrim and Newtownabbey,N09000001,2001,Males,66,503
Antrim and Newtownabbey,N09000001,2001,Males,67,450
Antrim and Newtownabbey,N09000001,2001,Males,68,431
Antrim and Newtownabbey,N09000001,2001,Males,69,462
Antrim and Newtownabbey,N09000001,2001,Males,70,470
Antrim and Newtownabbey,N09000001,2001,Males,71,392
Antrim and Newtownabbey,N09000001,2001,Males,72,399
Antrim and Newtownabbey,N09000001,2001,Males,73,390
Antrim and Newtownabbey,N09000001,2001,Males,74,373
Antrim and Newtownabbey,N09000001,2001,Males,75,328
Antrim and Newtownabbey,N09000001,2001,Males,76,312
Antrim and Newtownabbey,N09000001,2001,Males,77,260
Antrim and Newtownabbey,N09000001,2001,Males,78,249
Antrim and Newtownabbey,N09000001,2001,Males,79,227
Antrim and Newtownabbey,N09000001,2001,Males,80,203
Antrim and Newtownabbey,N09000001,2001,Males,81,187
Antrim and Newtownabbey,N09000001,2001,Males,82,143
Antrim and Newtownabbey,N09000001,2001,Males,83,130
Antrim and Newtownabbey,N09000001,2001,Males,84,84
Antrim and Newtownabbey,N09000001,2001,Males,85,89
Antrim and Newtownabbey,N09000001,2001,Males,86,55
Antrim and Newtownabbey,N09000001,2001,Males,87,49
Antrim and Newtownabbey,N09000001,2001,Males,88,49
Antrim and Newtownabbey,N09000001,2001,Males,89,39
Antrim and Newtownabbey,N09000001,2001,Males,90,121
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,0,2357
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,1,2329
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,2,2535
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,3,2546
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,4,2643
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,5,2508
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,6,2685
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,7,2695
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,8,2697
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,9,2785
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,10,2842
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,11,2817
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,12,2796
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,13,2926
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,14,2910
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,15,2912
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,16,2975
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,17,2816
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,18,2708
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,19,2021
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,20,2010
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,21,2156
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,22,2148
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,23,2106
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,24,2058
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,25,2234
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,26,2182
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,27,2379
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,28,2474
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,29,2657
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,30,2655
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,31,2712
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,32,2724
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,33,2785
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,34,2791
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,35,2811
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,36,2868
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,37,2917
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,38,2734
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,39,2673
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,40,2618
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,41,2632
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,42,2452
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,43,2511
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,44,2322
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,45,2298
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,46,2099
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,47,2137
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,48,2128
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,49,1939
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,50,2018
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,51,2069
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,52,2008
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,53,2067
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,54,2091
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,55,1935
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,56,1923
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,57,1855
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,58,1949
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,59,1676
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,60,1583
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,61,1526
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,62,1549
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,63,1477
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,64,1520
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,65,1461
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,66,1370
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,67,1325
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,68,1262
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,69,1260
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,70,1246
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,71,1228
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,72,1134
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,73,1047
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,74,1054
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,75,1033
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,76,955
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,77,907
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,78,859
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,79,760
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,80,744
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,81,733
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,82,621
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,83,457
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,84,421
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,85,402
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,86,370
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,87,304
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,88,257
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,89,217
"Armagh City, Banbridge and Craigavon",N09000002,2001,All persons,90,628
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,0,1127
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,1,1114
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,2,1209
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,3,1249
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,4,1298
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,5,1163
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,6,1272
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,7,1321
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,8,1315
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,9,1327
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,10,1335
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,11,1316
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,12,1307
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,13,1433
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,14,1427
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,15,1386
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,16,1500
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,17,1383
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,18,1328
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,19,950
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,20,920
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,21,1033
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,22,1048
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,23,1071
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,24,1005
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,25,1120
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,26,1080
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,27,1186
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,28,1189
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,29,1359
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,30,1347
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,31,1267
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,32,1345
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,33,1375
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,34,1437
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,35,1379
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,36,1433
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,37,1451
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,38,1349
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,39,1345
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,40,1302
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,41,1323
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,42,1245
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,43,1240
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,44,1129
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,45,1133
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,46,1034
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,47,1040
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,48,1026
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,49,953
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,50,1024
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,51,1034
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,52,975
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,53,1095
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,54,1105
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,55,1002
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,56,971
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,57,904
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,58,995
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,59,851
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,60,781
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,61,784
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,62,830
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,63,782
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,64,808
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,65,754
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,66,729
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,67,722
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,68,685
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,69,674
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,70,690
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,71,676
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,72,619
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,73,603
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,74,608
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,75,590
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,76,570
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,77,533
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,78,526
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,79,483
"Armagh City, Banbridge and Craigavon",N09000002,2001,Females,80,459
